,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8,dim 9,dim 10,MPa,Error_GRF,MechWork,ErrorMom,RoM,Experiment No.
22,15.329,15.962,3.7710000000000004,2.504,15.171,16.279,19.762,18.654,6.938,10.262,1434.7198,0.057536834105310526,7.117335392860197,1.3366824586129993,33.344225927996,23.0
23,8.837,19.129,8.996,17.704,3.2960000000000003,15.487,11.212,11.212,6.621,2.821,634.8002,0.022271965918630555,0.22858755396754185,0.4941464087282284,5.305427552000001,24.0
24,2.821,2.662,11.054,2.662,18.654,11.054,7.729,4.562,1.871,11.370999999999999,1602.4907,0.03050182581257278,5.221524111759509,2.572715448632354,39.76107966872,25.0
25,18.812,4.879,12.954,8.362,9.629,17.229,6.303999999999999,14.854000000000001,4.087,13.429,762.9818,0.028159534968846475,1.198962192175823,0.5023313420342487,6.057899475000003,26.0
26,11.212,12.638,11.370999999999999,13.745999999999999,12.796,14.220999999999998,15.171,13.270999999999999,9.154,4.246,276.5855,0.025326303305467767,0.3015896379939915,0.4155625929476037,2.033233643000002,27.0
27,6.938,10.104,10.895999999999999,17.070999999999998,17.704,11.529000000000002,3.7710000000000004,10.262,16.279,3.138,495.5605,0.02631475464940195,0.8728397486740946,0.4262281533031956,5.278314590999997,28.0
28,10.421,7.729,15.171,6.303999999999999,14.538,14.062000000000001,11.845999999999998,17.546,19.762,7.096,308.1878,0.024612637486740016,0.6584180435855393,0.4394391268232121,4.6893367769999985,29.0
29,10.895999999999999,14.854000000000001,19.604,19.604,1.871,6.146,14.379000000000001,18.021,12.479000000000001,3.929,1416.9124,0.0379876797027552,1.1773676194456493,0.5725521140982198,7.834403991999996,30.0
30,16.754,11.054,18.496,7.888,14.696,2.821,15.013,5.829,19.129,16.279,277.9134,0.03470309082681529,0.17976932080044655,0.35497526136491764,1.9653186800000029,31.0
31,2.188,18.021,19.762,1.871,3.613,9.629,19.129,2.504,3.138,12.479000000000001,1193.7867,0.01907828642086916,1.4237698311084857,3.006255909341088,48.033891227222995,32.0
32,11.529000000000002,11.212,16.279,10.895999999999999,19.129,13.745999999999999,16.596,6.938,10.737,19.604,153.0403,0.0316661237830794,0.2791664402864125,0.3810014238742518,1.8569545739999995,33.0
33,6.462000000000001,10.421,16.596,16.121,7.412999999999999,6.303999999999999,5.829,10.104,3.2960000000000003,18.179000000000002,431.0492,0.022357376972733944,0.9449378137405996,0.4612684786232448,6.039075851000001,34.0
34,1.079,16.121,11.845999999999998,8.521,7.729,11.212,1.079,18.496,17.862000000000002,13.904000000000002,2828.0264,0.016517797088294116,1.412941908274474,2.899737305455885,35.65953267395001,35.0
35,18.338,13.588,14.379000000000001,5.196000000000001,6.621,3.2960000000000003,1.554,5.354,18.654,1.079,3648.9368,0.044597308414560485,0.056890445019947,0.2492954160310238,4.541589736999999,36.0
36,2.346,9.471,17.387999999999998,10.104,2.029,19.604,15.645999999999999,8.679,10.262,11.054,1291.7943,0.02895429746855224,5.873049427589897,2.668425674918984,44.760729640932986,37.0
37,12.638,10.895999999999999,1.871,15.013,10.579,5.829,2.188,12.162,18.971,9.312000000000001,1634.5146,0.04335465557941176,0.8748471385533514,2.7849805316173213,43.059569045690004,38.0
38,9.312000000000001,15.645999999999999,5.829,15.487,19.762,14.696,10.895999999999999,15.171,12.796,2.188,995.8289,0.031370446153945436,0.6592300693909836,0.4140672569571822,5.9840736390000036,39.0
39,17.070999999999998,18.338,4.087,19.921,2.346,12.162,6.462000000000001,9.788,15.329,16.596,948.7512,0.04543728790556471,1.6444673093022462,0.6814313364793589,14.065000534000001,40.0
40,12.321,17.704,15.013,16.279,1.079,12.638,13.588,10.421,15.013,15.962,2240.842,0.02771869452532665,3.2918981107042495,0.7092991892754075,14.024385452999999,41.0
41,14.062000000000001,8.679,16.438,15.962,14.379000000000001,12.321,5.5120000000000005,18.812,2.662,6.462000000000001,637.8201,0.030299309427058236,0.2719312955983802,0.3949168199777797,1.5459880829999977,42.0
42,11.370999999999999,2.504,8.837,4.087,4.721,3.138,9.471,7.571000000000001,6.779,2.662,2177.4346,0.03426796863149087,12.706976940557528,1.6476119281426451,28.59947416943,43.0
43,6.621,1.871,19.921,11.212,8.204,15.171,3.613,19.762,12.162,7.888,2272.2102,0.0503791317451808,4.53918692765969,2.5096799456020875,28.61415477856,44.0
44,16.596,9.312000000000001,12.479000000000001,4.721,17.546,5.354,12.162,3.7710000000000004,18.338,10.421,561.7953,0.03110842725555916,0.4873760010683901,0.4002235700781782,6.546508789000001,45.0
45,8.362,13.429,11.212,11.370999999999999,13.270999999999999,10.262,2.029,15.804,1.396,3.613,2659.4543,0.02709468629653284,0.39836997963949583,0.3381639369616141,3.570684433000004,46.0
46,8.521,16.912,11.529000000000002,14.854000000000001,3.138,3.929,3.4539999999999997,16.596,19.921,13.588,688.1791,0.02062757803221713,0.15883893378058755,0.4593043369933696,5.300649642999996,47.0
47,15.962,1.396,3.4539999999999997,7.096,16.596,12.954,5.354,2.188,10.104,6.938,1953.325,0.02348401451502989,2.5451953449393727,2.885902111827228,26.965531111229996,48.0
48,1.238,7.412999999999999,10.421,6.779,7.888,1.554,18.971,12.638,19.604,5.354,2427.3911,0.01208250985442577,0.0,0.9976263978784752,41.43153978885,49.0
49,7.254,3.2960000000000003,8.204,16.754,10.262,12.004000000000001,9.312000000000001,1.712,16.121,10.737,1607.1338,0.031063116021534713,6.346924014696718,0.7080673317411098,18.9747085572,50.0
50,17.387999999999998,11.529000000000002,4.721,14.220999999999998,18.179000000000002,17.862000000000002,7.571000000000001,17.070999999999998,15.962,9.946,787.3536,0.040501636750787655,1.0703467773689377,0.4762815899353947,8.449914932000002,51.0
51,1.396,11.370999999999999,8.362,19.762,8.046,5.671,9.629,4.879,12.638,6.146,2181.5608,0.01857870508873456,0.0,0.9976263949138532,43.41279166973,52.0
52,19.288,8.362,8.521,11.845999999999998,10.104,17.704,6.621,16.438,12.004000000000001,13.112,271.6042,0.02965993460660044,0.4386032231951537,0.4482968529409016,2.7521858219999977,53.0
53,10.104,5.987,13.429,18.971,15.013,7.412999999999999,6.779,16.121,10.421,10.104,502.952,0.028936912875342568,0.7681913767136049,0.4105119622198059,4.2909183509999975,54.0
54,1.712,5.829,3.613,19.445999999999998,4.087,7.571000000000001,15.804,3.2960000000000003,17.387999999999998,18.021,1677.6344,0.019507225867087453,0.0,0.9976264097344486,47.03996425087,55.0
55,13.588,9.788,7.412999999999999,9.154,12.162,8.362,2.821,7.729,18.496,11.212,388.9167,0.019955841007086132,0.4951849173852255,0.4123020319678469,3.682575225999997,56.0
56,3.4539999999999997,2.346,13.745999999999999,10.737,7.096,12.796,11.529000000000002,1.554,11.687999999999999,14.854000000000001,1797.2445,0.03792367158255449,8.806330486095273,2.2975236427143506,32.98587609849,57.0
57,1.871,10.579,6.303999999999999,3.7710000000000004,13.112,4.404,14.854000000000001,9.312000000000001,8.204,5.987,1602.3776,0.01840553210107676,0.4574730610117076,2.397260248751448,44.968893449773006,58.0
58,14.379000000000001,17.229,14.220999999999998,9.629,8.521,18.971,12.796,1.871,6.146,17.862000000000002,1048.718,0.02939927110257605,0.2133367222988272,0.4457339780869785,1.5043182380000033,59.0
59,16.438,6.779,15.962,1.712,1.712,5.987,19.445999999999998,16.754,19.445999999999998,15.329,1946.8225,0.04014402836171345,3.6716173293282752,2.8633960943072765,39.927493288890005,60.0
60,7.412999999999999,16.279,2.9789999999999996,12.638,2.188,2.029,15.487,7.254,16.596,8.362,1520.1582,0.033279685052290155,7.3829123431624755,1.1127844523212005,30.6808127165,61.0
61,15.804,2.821,15.804,10.579,3.4539999999999997,4.879,12.638,19.445999999999998,15.487,6.303999999999999,2149.8601,0.050271597104421514,8.742479294099931,0.9048467664697744,25.293634176100003,62.0
62,12.796,10.737,12.004000000000001,17.229,8.996,3.4539999999999997,16.279,17.704,9.312000000000001,18.812,280.8325,0.027434036515427515,0.22018770217213104,0.3927190359190161,1.7524452209999986,63.0
63,5.354,5.038,18.812,3.613,6.779,1.079,16.121,2.662,12.321,6.779,1312.4928,0.029378560700542282,3.83698674290916,0.6661419959587138,23.05700016,64.0
64,4.246,11.845999999999998,2.029,5.5120000000000005,1.238,8.679,17.704,3.929,14.854000000000001,12.638,1330.9663,0.016811398131370055,2.7502570081279725,2.7145240559502923,45.68424728521,65.0
65,6.779,15.013,12.162,12.954,16.438,2.188,12.004000000000001,2.821,11.845999999999998,19.445999999999998,498.2777,0.02734683179553636,0.6914982534769489,0.3809800064873125,5.235269547000005,66.0
66,2.662,9.946,17.704,8.996,16.754,9.471,5.987,18.179000000000002,13.429,14.062000000000001,1314.36,0.04941323853026793,10.663484064482935,2.0049915722488203,40.904054731066,67.0
67,13.429,2.029,7.729,15.171,19.288,16.596,15.329,5.987,2.504,8.996,2546.6213,0.08377788841677379,7.9810942119003725,2.2276705967283035,27.353810813223,68.0
68,15.645999999999999,15.804,14.538,11.054,8.362,10.421,13.270999999999999,6.146,9.788,19.921,102.654,0.02561210116360005,0.14184533135284955,0.4218532050812114,1.1985130310000045,69.0
69,5.038,6.303999999999999,8.679,7.571000000000001,4.404,7.254,14.220999999999998,12.004000000000001,8.362,16.121,695.0952,0.01673260183332867,3.2125832238049994,0.6382546628640701,15.965386391,70.0
70,3.7710000000000004,1.712,5.5120000000000005,7.729,11.529000000000002,6.938,19.604,9.154,10.579,4.087,2004.6458,0.0248195478210237,1.9438043196859365,2.638273182478968,29.27181193212,71.0
71,19.129,5.671,4.562,13.904000000000002,3.7710000000000004,7.729,2.346,15.013,17.229,1.712,1782.2856,0.03312224485344949,1.6819189173944658,0.5352030324926662,13.326074599999998,72.0
72,18.496,19.762,4.404,1.396,9.788,9.946,14.062000000000001,10.579,5.987,2.9789999999999996,2567.2439,0.034135881464921136,2.598319263326873,3.05703052165406,43.550987273870014,73.0
73,2.504,15.171,2.346,5.987,5.196000000000001,4.721,9.154,7.096,2.9789999999999996,8.837,1015.0325,0.016208356944642285,3.8943575202973353,2.610173840349661,46.543363287869994,74.0
74,2.9789999999999996,3.138,17.546,6.621,19.445999999999998,2.346,12.954,1.238,16.754,14.538,2550.6086,0.053402041433117074,9.380309407826806,1.6853028801942351,34.176433324899996,75.0
75,17.862000000000002,16.754,6.462000000000001,2.821,12.321,16.754,6.146,15.645999999999999,1.712,2.346,1635.049,0.05048282085663823,2.285920774534456,0.6942773751127094,23.614563942399997,76.0
76,12.004000000000001,19.288,5.196000000000001,7.412999999999999,14.220999999999998,11.370999999999999,2.662,7.412999999999999,18.812,8.046,652.4780000000001,0.023195579923750702,0.9459639435115352,0.4840300050665582,7.776651383000001,77.0
77,10.737,8.996,16.912,3.2960000000000003,15.962,15.804,16.438,14.379000000000001,6.303999999999999,13.270999999999999,1010.7014,0.039682253309471664,1.5718393054000943,0.5805264967535555,14.870488167000001,78.0
78,9.154,3.929,18.654,9.471,1.396,6.621,18.654,11.529000000000002,2.188,6.621,1698.7542,0.02590152992795314,0.3518324756594068,0.6921494816717852,17.322231292,79.0
79,19.921,2.188,18.971,11.687999999999999,17.862000000000002,3.613,4.562,19.604,9.629,17.704,2743.3975,0.11518153361769083,11.042432889094496,1.7430305791636334,27.07317313589,80.0
80,8.204,6.462000000000001,15.487,5.671,18.496,13.270999999999999,9.788,8.837,10.895999999999999,17.070999999999998,452.7419,0.0243566176067958,1.1559137296914428,0.4476439211575887,7.625413895000001,81.0
81,9.471,17.862000000000002,13.112,15.804,6.462000000000001,2.662,3.929,16.912,8.837,9.788,239.8686,0.022208201952250525,0.2777274233761987,0.40493094556033615,2.482097624999998,82.0
82,6.303999999999999,18.812,10.579,6.462000000000001,2.9789999999999996,8.996,4.404,15.487,14.538,8.204,727.4901,0.015868975223144757,0.9562888991578044,0.555305721186942,10.251947402999999,83.0
83,11.687999999999999,9.154,18.179000000000002,12.162,12.004000000000001,15.645999999999999,13.429,15.962,3.4539999999999997,18.654,411.7043,0.028153731446531105,0.31785135049093904,0.4159819074013933,2.0847835540000013,84.0
84,7.888,8.837,3.929,18.496,14.062000000000001,4.246,4.246,16.279,18.021,4.562,1123.3318,0.03014858720551923,2.5001856451299007,0.5716832408494836,17.048634529000005,85.0
85,13.904000000000002,14.220999999999998,10.737,1.238,16.279,7.888,10.737,4.721,2.821,17.546,2729.0654,0.03458277155746732,0.0,0.997626415662418,40.835040837579996,86.0
86,7.096,7.096,5.671,19.129,12.479000000000001,9.154,8.362,1.396,4.879,18.971,2180.4397,0.028057474333288698,1.2729751267767833,0.4683267694887149,10.23182106,87.0
87,4.879,12.162,7.571000000000001,3.929,9.946,15.962,1.871,11.845999999999998,7.729,7.571000000000001,955.92,0.022473058297704185,3.91793405218342,0.707868970529134,21.745486259800003,88.0
88,19.445999999999998,15.329,5.038,13.588,10.737,17.546,7.888,8.996,11.370999999999999,3.4539999999999997,682.9728,0.03355789462012757,0.9676433148110016,0.4972856676073945,6.766538619999999,89.0
89,11.845999999999998,17.546,14.696,5.354,5.987,6.462000000000001,14.696,19.288,19.288,5.196000000000001,429.664,0.020977531146716726,0.4132009000618854,0.4548254807547682,4.939434052000003,90.0
90,17.704,6.938,2.821,14.379000000000001,2.662,10.579,6.938,13.745999999999999,17.070999999999998,14.379000000000001,1681.786,0.05821564308144955,9.318071769822692,1.3491666834831113,31.48976695572,91.0
91,12.954,6.621,17.862000000000002,4.562,13.588,14.538,16.754,1.079,12.954,12.796,3074.6272,0.0397692958568069,0.4482514430866427,0.379694648197949,8.516242981000001,92.0
92,9.788,5.354,12.321,10.262,2.504,17.387999999999998,17.387999999999998,6.303999999999999,2.029,18.338,1208.4723,0.02287061971458068,0.7372136232492502,0.5648727763284296,8.97757721,93.0
93,3.138,4.404,9.788,19.288,6.938,14.854000000000001,8.837,11.054,11.054,13.745999999999999,1161.5699,0.04730497477001476,11.487101139304068,1.6125702792444812,34.595739647953,94.0
94,19.604,18.496,1.238,1.554,7.254,1.238,13.904000000000002,17.862000000000002,13.588,7.254,1822.1174,0.026899769077694858,0.5898536179666924,2.9236935388339025,44.79691050180801,95.0
95,5.5120000000000005,13.904000000000002,1.554,15.645999999999999,15.804,11.845999999999998,17.229,5.196000000000001,13.112,2.029,1697.8879,0.03270234034735536,0.046920625331136834,2.957899635984065,43.05163496704,96.0
96,5.671,18.654,9.629,17.862000000000002,8.679,9.312000000000001,17.862000000000002,4.246,5.829,19.129,603.2094,0.02612482518927542,1.4467456506334162,0.5110341538836892,8.974567413000003,97.0
97,7.571000000000001,4.246,14.854000000000001,5.829,12.638,18.812,8.679,10.895999999999999,8.679,12.954,1045.0015,0.02485723358255992,3.245473617508725,0.6130706244895078,13.156729698,98.0
98,18.654,8.204,8.046,9.788,3.929,13.588,17.546,9.629,4.246,18.496,422.4043,0.023461328289208643,0.5017679464993027,0.5051624733690213,4.285602569999998,99.0
99,4.087,14.696,2.188,2.9789999999999996,2.821,1.396,2.504,13.588,15.171,17.229,1288.6815,0.01848941731237813,4.3515298061359164,2.5480335153457987,44.10452055965,100.0
100,13.112,4.562,17.070999999999998,9.312000000000001,4.879,10.104,2.9789999999999996,8.046,11.212,5.038,882.7972,0.020089204669056417,1.55924378160346,0.5257535904699917,7.612730026999997,101.0
101,18.179000000000002,11.687999999999999,6.621,16.912,18.812,18.338,5.196000000000001,6.462000000000001,18.179000000000002,1.238,3334.3765,0.051545862815082055,0.35820513193345965,0.3172810104962687,3.3782958990000016,102.0
102,3.929,12.004000000000001,9.946,18.812,4.246,19.129,4.879,17.229,7.571000000000001,19.762,1116.8802,0.03672815457670855,5.707091133403202,0.913888834607772,23.684624194899996,103.0
103,4.721,12.796,5.354,2.188,5.038,8.046,18.021,3.4539999999999997,16.438,3.7710000000000004,1441.2521,0.025309152552404582,8.268407648702151,2.0118105771464623,36.41704003503,104.0
104,2.029,15.487,13.904000000000002,6.938,4.562,16.121,7.412999999999999,14.220999999999998,13.745999999999999,15.645999999999999,1484.408,0.02096990530260845,2.9389501735898502,2.8640543453514016,46.52321279001001,105.0
105,5.987,19.604,1.712,14.538,6.303999999999999,18.654,1.712,12.479000000000001,3.929,9.629,1579.8463,0.02760988929305851,2.3465546868120173,2.877901881475768,45.70595932,106.0
106,10.579,8.046,15.645999999999999,13.112,18.338,13.429,3.138,2.9789999999999996,5.038,1.396,2826.0542,0.03425672095301431,0.3600245475664693,0.3149386912547514,2.59378624,107.0
107,14.538,8.521,10.104,13.429,5.671,8.521,11.370999999999999,17.387999999999998,17.704,17.387999999999998,258.6148,0.02311221815110229,0.34952310966053346,0.4469659880096987,2.6625156399999987,108.0
108,3.613,14.062000000000001,9.154,3.4539999999999997,13.745999999999999,19.762,19.288,12.796,5.354,10.895999999999999,1044.9502,0.042965124930564765,8.391467800968693,1.221359979816107,34.217321678502,109.0
109,19.762,3.4539999999999997,6.779,11.529000000000002,11.687999999999999,14.379000000000001,18.338,19.129,14.696,4.879,1539.5665,0.04502284568312829,4.610806647827374,0.6557456012066956,16.472071647,110.0
110,8.679,16.596,19.129,8.837,18.971,4.087,11.054,13.112,4.721,8.521,246.3553,0.0294479422412744,0.36051493049795214,0.3561614542859341,3.2048854829999947,111.0
111,17.546,17.387999999999998,13.588,13.270999999999999,19.604,15.329,3.2960000000000003,4.404,5.5120000000000005,5.829,315.6668,0.034318036834896495,0.10459975266222736,0.35989941861886576,0.9309844969999972,112.0
112,9.946,14.538,9.312000000000001,18.179000000000002,19.921,5.5120000000000005,16.912,9.471,7.096,11.845999999999998,191.3361,0.032767598304663574,0.3467500932122128,0.3546462525863386,2.7555007929999995,113.0
113,15.171,7.254,19.445999999999998,7.254,11.370999999999999,7.096,8.204,19.921,14.220999999999998,10.579,339.0124,0.025344805864369983,0.4278666106182992,0.421695186886753,3.164068222000002,114.0
114,17.229,5.196000000000001,3.138,3.138,1.554,19.288,15.962,14.696,17.546,11.529000000000002,1107.9939,0.04171768636336005,7.010530601368594,1.8382541748999164,32.754364014000004,115.0
115,14.220999999999998,6.146,11.687999999999999,9.946,17.387999999999998,6.779,10.262,8.521,13.904000000000002,15.171,475.1202,0.027562489003597368,0.5908184128412385,0.389179165225137,3.6427917480000036,116.0
116,15.487,17.070999999999998,4.246,12.004000000000001,7.571000000000001,3.7710000000000004,10.579,5.038,1.554,12.004000000000001,2070.3774,0.033876342926148856,0.9425187963707752,0.4886066440353429,11.862491608,117.0
117,6.146,10.262,2.662,18.338,5.829,9.788,19.921,3.138,5.671,16.912,1621.9268,0.04896100305165806,10.86364066652756,1.5844506220242771,33.36357095831,118.0
118,13.270999999999999,18.971,16.121,10.421,15.487,12.479000000000001,9.946,12.321,1.238,8.679,3401.5325,0.04175081178123193,0.11398617338082585,0.3043943217959978,1.3502826689999985,119.0
119,16.121,13.270999999999999,7.096,4.404,10.421,18.496,14.538,5.671,3.613,3.2960000000000003,700.0319,0.02587879330630264,1.0451523625612718,0.5391378318778324,9.305242538999998,120.0
