,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8,dim 9,dim 10,Element,Part,Time,MPa,Error_GRF,MechWork,ErrorAng,ErrorMom,QS,Energy Gen,Energy Abs,RoM,Experiment No.
93,3.138,4.404,9.788,19.288,6.938,14.854,8.837,11.054,11.054,13.746,7.0,3.0,110.0,1161.5699,0.04730497477001476,11.487101139304068,2.386510628130808,1.6125702792444812,1.9995404536876447,10.427686216403766,3.3452000584255996,34.595739647952996,94.0
94,19.604,18.496,1.238,1.554,7.254,1.238,13.904,17.862,13.588,7.254,11.0,9.0,101.0,1822.1174,0.026899769077694858,0.5898536179666924,2.088323267484774,2.9236935388339025,2.5060084031593384,13.601040570573529,3.355166626927411,44.796910501808,95.0
95,5.512,13.904,1.554,15.646,15.804,11.846,17.229,5.196,13.112,2.029,11.0,9.0,101.0,1697.8879,0.032702340347355356,0.046920625331136834,2.665300698496576,2.9578996359840652,2.8116001672403206,11.934238952101714,3.628877516374215,43.05163496704,96.0
96,5.671,18.654,9.629,17.862,8.679,9.312,17.862,4.246,5.829,19.129,4.0,3.0,93.0,603.2094,0.02612482518927542,1.4467456506334162,1.6460496622448437,0.5110341538836892,1.0785419080642664,7.0331171416785345,1.6877455455432004,8.974567413000003,97.0
97,7.571,4.246,14.854,5.829,12.638,18.812,8.679,10.896,8.679,12.954,5.0,5.0,98.0,1045.0015,0.02485723358255992,3.2454736175087255,1.6076474301264427,0.6130706244895078,1.1103590273079753,7.516766062531003,2.282999029410828,13.156729698000001,98.0
98,18.654,8.204,8.046,9.788,3.929,13.588,17.546,9.629,4.246,18.496,27.0,17.0,89.0,422.4043,0.023461328289208643,0.5017679464993027,1.5672103184037909,0.5051624733690213,1.0361863958864062,5.897939917061913,1.0383067790299272,4.285602569999998,99.0
99,4.087,14.696,2.188,2.979,2.821,1.396,2.504,13.588,15.171,17.229,9.0,9.0,101.0,1288.6815,0.018489417312378135,4.351529806135916,2.412737956998883,2.5480335153457987,2.480385736172341,9.805851313930875,3.837658183930764,44.10452055965,100.0
100,13.112,4.562,17.071,9.312,4.879,10.104,2.979,8.046,11.212,5.038,2.0,5.0,91.0,882.7972,0.02008920466905642,1.55924378160346,1.4839669440535666,0.5257535904699917,1.0048602672617792,6.262243882038212,1.6366732706076217,7.612730026999998,101.0
101,18.179,11.688,6.621,16.912,18.812,18.338,5.196,6.462,18.179,1.238,6.0,31.0,29.0,3334.3765,0.051545862815082055,0.35820513193345965,1.4101396806130315,0.3172810104962687,0.8637103455546501,10.976402519075709,2.888910215079203,3.378295899000001,102.0
102,3.929,12.004,9.946,18.812,4.246,19.129,4.879,17.229,7.571,19.762,4.0,3.0,101.0,1116.8802,0.03672815457670855,5.707091133403203,2.070191410990981,0.9138888346077721,1.4920401227993767,9.235602707437147,2.8995142238300278,23.684624194899996,103.0
103,4.721,12.796,5.354,2.188,5.038,8.046,18.021,3.454,16.438,3.771,20.0,13.0,110.0,1441.2521,0.02530915255240458,8.268407648702151,2.372825709922612,2.0118105771464623,2.1923181435345374,9.493266379302717,3.7439923562044055,36.41704003503,104.0
104,2.029,15.487,13.904,6.938,4.562,16.121,7.413,14.221,13.746,15.646,2.0,3.0,100.0,1484.408,0.02096990530260845,2.9389501735898502,2.7395290285922553,2.864054345351401,2.8017916869718285,10.458325820423916,3.7076265325222466,46.52321279001001,105.0
105,5.987,19.604,1.712,14.538,6.304,18.654,1.712,12.479,3.929,9.629,8.0,9.0,105.0,1579.8463,0.02760988929305851,2.3465546868120173,2.787100901395802,2.877901881475768,2.832501391435785,10.437084205270054,3.5118851027116906,45.70595932,106.0
106,10.579,8.046,15.646,13.112,18.338,13.429,3.138,2.979,5.038,1.396,6.0,31.0,30.0,2826.0542,0.03425672095301431,0.36002454756646934,1.3498136705264572,0.3149386912547514,0.8323761808906043,9.127805450791072,2.512332553479209,2.59378624,107.0
107,14.538,8.521,10.104,13.429,5.671,8.521,11.371,17.388,17.704,17.388,3.0,5.0,92.0,258.6148,0.023112218151102294,0.34952310966053346,1.4778976532190526,0.4469659880096987,0.9624318206143757,5.700750899623017,0.7424377915317937,2.6625156399999987,108.0
108,3.613,14.062,9.154,3.454,13.746,19.762,19.288,12.796,5.354,10.896,3.0,3.0,108.0,1044.9502,0.04296512493056476,8.391467800968694,2.2885644838229777,1.221359979816107,1.7549622318195424,10.74756238711851,3.4989012661875454,34.217321678502,109.0
109,19.762,3.454,6.779,11.529,11.688,14.379,18.338,19.129,14.696,4.879,5.0,5.0,100.0,1539.5665,0.04502284568312829,4.610806647827374,1.6656602550588455,0.6557456012066956,1.1607029281327705,9.41369779154196,2.8460849241313473,16.472071647,110.0
110,8.679,16.596,19.129,8.837,18.971,4.087,11.054,13.112,4.721,8.521,4.0,30.0,8.0,246.3553,0.0294479422412744,0.36051493049795214,1.446331562490192,0.35616145428593415,0.9012465083880631,6.669676154210274,0.8859330990970886,3.2048854829999947,111.0
111,17.546,17.388,13.588,13.271,19.604,15.329,3.296,4.404,5.512,5.829,1.0,26.0,34.0,315.6668,0.034318036834896495,0.10459975266222735,1.4560087271007385,0.35989941861886576,0.9079540728598021,6.298064933357933,0.564579652468162,0.9309844969999972,112.0
112,9.946,14.538,9.312,18.179,19.921,5.512,16.912,9.471,7.096,11.846,9.0,9.0,92.0,191.3361,0.032767598304663574,0.3467500932122128,1.4228234577623238,0.3546462525863386,0.8887348551743312,6.726491024074722,0.7783754333860469,2.7555007929999995,113.0
113,15.171,7.254,19.446,7.254,11.371,7.096,8.204,19.921,14.221,10.579,2.0,5.0,93.0,339.0124,0.025344805864369983,0.4278666106182992,1.4350703689653415,0.421695186886753,0.9283827779260472,6.143414123767539,0.8634901115302294,3.164068222000001,114.0
114,17.229,5.196,3.138,3.138,1.554,19.288,15.962,14.696,17.546,11.529,25.0,17.0,109.0,1107.9939,0.04171768636336005,7.010530601368595,2.5715090741878512,1.8382541748999164,2.2048816245438836,9.406422177141042,3.0364962719498325,32.754364014000004,115.0
115,14.221,6.146,11.688,9.946,17.388,6.779,10.262,8.521,13.904,15.171,2.0,5.0,93.0,475.1202,0.027562489003597368,0.5908184128412385,1.3598403973231201,0.389179165225137,0.8745097812741286,6.347935466469288,0.9536522443408759,3.642791748000004,116.0
116,15.487,17.071,4.246,12.004,7.571,3.771,10.579,5.038,1.554,12.004,2.0,30.0,31.0,2070.3774,0.033876342926148856,0.9425187963707752,1.6287588514868414,0.4886066440353429,1.058682747761092,9.279434779264047,3.056156183276509,11.862491608,117.0
117,6.146,10.262,2.662,18.338,5.829,9.788,19.921,3.138,5.671,16.912,13.0,10.0,110.0,1621.9268,0.04896100305165806,10.863640666527559,2.382322819044644,1.5844506220242771,1.9833867205344604,10.226866753406206,3.3630537401051064,33.36357095831,118.0
118,13.271,18.971,16.121,10.421,15.487,12.479,9.946,12.321,1.238,8.679,2.0,30.0,30.0,3401.5325,0.04175081178123193,0.11398617338082583,1.4168847932258182,0.3043943217959978,0.860639557510908,9.621452928735092,2.4013556415372768,1.3502826689999985,119.0
119,16.121,13.271,7.096,4.404,10.421,18.496,14.538,5.671,3.613,3.296,24.0,13.0,95.0,700.0319,0.025878793306302637,1.0451523625612718,1.6779442459775122,0.5391378318778324,1.1085410389276724,7.019803879277176,1.8789106624271008,9.305242538999998,120.0
